file,log_weight,rf_distance,weighted_rf,euclidean,tree,n_taxa,trim_taxon,particle_factor,tree_moves,type
output/50taxon-01/50taxon-01.run1.t,0.0,4,0.98271046839,0.165226025761,/shared/silo_researcher/Matsen_F/MatsenGrp/working/cmccoy/sts-online-experiments/trees/50taxon-01.nwk,50,,,,MrBayes
output/50taxon-01/50taxon-01.run1.t,0.0,6,0.984524709711,0.13785738496,/shared/silo_researcher/Matsen_F/MatsenGrp/working/cmccoy/sts-online-experiments/trees/50taxon-01.nwk,50,,,,MrBayes
output/50taxon-01/50taxon-01.run1.t,0.0,4,0.931847943545,0.145135618735,/shared/silo_researcher/Matsen_F/MatsenGrp/working/cmccoy/sts-online-experiments/trees/50taxon-01.nwk,50,,,,MrBayes
output/50taxon-01/50taxon-01.run1.t,0.0,2,0.926275175079,0.130668007145,/shared/silo_researcher/Matsen_F/MatsenGrp/working/cmccoy/sts-online-experiments/trees/50taxon-01.nwk,50,,,,MrBayes
output/50taxon-01/50taxon-01.run1.t,0.0,4,0.957977447097,0.132400026324,/shared/silo_researcher/Matsen_F/MatsenGrp/working/cmccoy/sts-online-experiments/trees/50taxon-01.nwk,50,,,,MrBayes
output/50taxon-01/50taxon-01.run1.t,0.0,4,0.987542488555,0.137826625062,/shared/silo_researcher/Matsen_F/MatsenGrp/working/cmccoy/sts-online-experiments/trees/50taxon-01.nwk,50,,,,MrBayes
output/50taxon-01/50taxon-01.run1.t,0.0,4,0.810066676439,0.122228427304,/shared/silo_researcher/Matsen_F/MatsenGrp/working/cmccoy/sts-online-experiments/trees/50taxon-01.nwk,50,,,,MrBayes
output/50taxon-01/50taxon-01.run1.t,0.0,4,0.792924241514,0.118721777128,/shared/silo_researcher/Matsen_F/MatsenGrp/working/cmccoy/sts-online-experiments/trees/50taxon-01.nwk,50,,,,MrBayes
output/50taxon-01/50taxon-01.run1.t,0.0,4,0.803956781392,0.116946913902,/shared/silo_researcher/Matsen_F/MatsenGrp/working/cmccoy/sts-online-experiments/trees/50taxon-01.nwk,50,,,,MrBayes
output/50taxon-01/50taxon-01.run1.t,0.0,4,0.990587096822,0.132283081852,/shared/silo_researcher/Matsen_F/MatsenGrp/working/cmccoy/sts-online-experiments/trees/50taxon-01.nwk,50,,,,MrBayes
output/50taxon-01/50taxon-01.run1.t,0.0,4,0.846513720041,0.12060282069,/shared/silo_researcher/Matsen_F/MatsenGrp/working/cmccoy/sts-online-experiments/trees/50taxon-01.nwk,50,,,,MrBayes
output/50taxon-01/50taxon-01.run1.t,0.0,4,1.01809875595,0.139647693392,/shared/silo_researcher/Matsen_F/MatsenGrp/working/cmccoy/sts-online-experiments/trees/50taxon-01.nwk,50,,,,MrBayes
output/50taxon-01/50taxon-01.run1.t,0.0,4,0.948167027639,0.130123504467,/shared/silo_researcher/Matsen_F/MatsenGrp/working/cmccoy/sts-online-experiments/trees/50taxon-01.nwk,50,,,,MrBayes
output/50taxon-01/50taxon-01.run1.t,0.0,2,0.935095253361,0.133048904959,/shared/silo_researcher/Matsen_F/MatsenGrp/working/cmccoy/sts-online-experiments/trees/50taxon-01.nwk,50,,,,MrBayes
output/50taxon-01/50taxon-01.run1.t,0.0,4,0.936843801209,0.125585192765,/shared/silo_researcher/Matsen_F/MatsenGrp/working/cmccoy/sts-online-experiments/trees/50taxon-01.nwk,50,,,,MrBayes
output/50taxon-01/50taxon-01.run1.t,0.0,4,0.983374811569,0.130829687761,/shared/silo_researcher/Matsen_F/MatsenGrp/working/cmccoy/sts-online-experiments/trees/50taxon-01.nwk,50,,,,MrBayes
output/50taxon-01/50taxon-01.run1.t,0.0,4,1.01015431981,0.137568863411,/shared/silo_researcher/Matsen_F/MatsenGrp/working/cmccoy/sts-online-experiments/trees/50taxon-01.nwk,50,,,,MrBayes
output/50taxon-01/50taxon-01.run1.t,0.0,4,0.950980483211,0.124056229262,/shared/silo_researcher/Matsen_F/MatsenGrp/working/cmccoy/sts-online-experiments/trees/50taxon-01.nwk,50,,,,MrBayes
output/50taxon-01/50taxon-01.run1.t,0.0,4,0.947083115139,0.124815251079,/shared/silo_researcher/Matsen_F/MatsenGrp/working/cmccoy/sts-online-experiments/trees/50taxon-01.nwk,50,,,,MrBayes
output/50taxon-01/50taxon-01.run1.t,0.0,4,0.957324738194,0.126436914261,/shared/silo_researcher/Matsen_F/MatsenGrp/working/cmccoy/sts-online-experiments/trees/50taxon-01.nwk,50,,,,MrBayes
output/50taxon-01/50taxon-01.run1.t,0.0,4,0.973859224797,0.1392286892,/shared/silo_researcher/Matsen_F/MatsenGrp/working/cmccoy/sts-online-experiments/trees/50taxon-01.nwk,50,,,,MrBayes
output/50taxon-01/50taxon-01.run1.t,0.0,4,0.954698086523,0.141783486627,/shared/silo_researcher/Matsen_F/MatsenGrp/working/cmccoy/sts-online-experiments/trees/50taxon-01.nwk,50,,,,MrBayes
output/50taxon-01/50taxon-01.run1.t,0.0,4,1.13194257728,0.152440038249,/shared/silo_researcher/Matsen_F/MatsenGrp/working/cmccoy/sts-online-experiments/trees/50taxon-01.nwk,50,,,,MrBayes
output/50taxon-01/50taxon-01.run1.t,0.0,2,1.02570781319,0.139408842122,/shared/silo_researcher/Matsen_F/MatsenGrp/working/cmccoy/sts-online-experiments/trees/50taxon-01.nwk,50,,,,MrBayes
output/50taxon-01/50taxon-01.run1.t,0.0,2,0.998518847488,0.134758780717,/shared/silo_researcher/Matsen_F/MatsenGrp/working/cmccoy/sts-online-experiments/trees/50taxon-01.nwk,50,,,,MrBayes
output/50taxon-01/50taxon-01.run1.t,0.0,4,1.02375035664,0.145669793546,/shared/silo_researcher/Matsen_F/MatsenGrp/working/cmccoy/sts-online-experiments/trees/50taxon-01.nwk,50,,,,MrBayes
output/50taxon-01/50taxon-01.run1.t,0.0,2,0.994533997597,0.142639571283,/shared/silo_researcher/Matsen_F/MatsenGrp/working/cmccoy/sts-online-experiments/trees/50taxon-01.nwk,50,,,,MrBayes
output/50taxon-01/50taxon-01.run1.t,0.0,2,1.01905268523,0.146391682399,/shared/silo_researcher/Matsen_F/MatsenGrp/working/cmccoy/sts-online-experiments/trees/50taxon-01.nwk,50,,,,MrBayes
output/50taxon-01/50taxon-01.run1.t,0.0,4,1.04466746002,0.163157244338,/shared/silo_researcher/Matsen_F/MatsenGrp/working/cmccoy/sts-online-experiments/trees/50taxon-01.nwk,50,,,,MrBayes
output/50taxon-01/50taxon-01.run1.t,0.0,2,1.06076801867,0.150117429514,/shared/silo_researcher/Matsen_F/MatsenGrp/working/cmccoy/sts-online-experiments/trees/50taxon-01.nwk,50,,,,MrBayes
output/50taxon-01/50taxon-01.run1.t,0.0,2,1.03639970282,0.147800353652,/shared/silo_researcher/Matsen_F/MatsenGrp/working/cmccoy/sts-online-experiments/trees/50taxon-01.nwk,50,,,,MrBayes
output/50taxon-01/50taxon-01.run1.t,0.0,2,1.04041118087,0.146973927131,/shared/silo_researcher/Matsen_F/MatsenGrp/working/cmccoy/sts-online-experiments/trees/50taxon-01.nwk,50,,,,MrBayes
output/50taxon-01/50taxon-01.run1.t,0.0,4,1.03688449098,0.146590195841,/shared/silo_researcher/Matsen_F/MatsenGrp/working/cmccoy/sts-online-experiments/trees/50taxon-01.nwk,50,,,,MrBayes
output/50taxon-01/50taxon-01.run1.t,0.0,6,1.08795245434,0.159499446945,/shared/silo_researcher/Matsen_F/MatsenGrp/working/cmccoy/sts-online-experiments/trees/50taxon-01.nwk,50,,,,MrBayes
output/50taxon-01/50taxon-01.run1.t,0.0,0,1.01552871903,0.155532791071,/shared/silo_researcher/Matsen_F/MatsenGrp/working/cmccoy/sts-online-experiments/trees/50taxon-01.nwk,50,,,,MrBayes
output/50taxon-01/50taxon-01.run1.t,0.0,4,1.02984691735,0.144289968543,/shared/silo_researcher/Matsen_F/MatsenGrp/working/cmccoy/sts-online-experiments/trees/50taxon-01.nwk,50,,,,MrBayes
output/50taxon-01/50taxon-01.run1.t,0.0,6,0.983203688718,0.135248878333,/shared/silo_researcher/Matsen_F/MatsenGrp/working/cmccoy/sts-online-experiments/trees/50taxon-01.nwk,50,,,,MrBayes
output/50taxon-01/50taxon-01.run1.t,0.0,2,0.950367988904,0.132533146323,/shared/silo_researcher/Matsen_F/MatsenGrp/working/cmccoy/sts-online-experiments/trees/50taxon-01.nwk,50,,,,MrBayes
output/50taxon-01/50taxon-01.run1.t,0.0,4,0.957539138339,0.131993393224,/shared/silo_researcher/Matsen_F/MatsenGrp/working/cmccoy/sts-online-experiments/trees/50taxon-01.nwk,50,,,,MrBayes
output/50taxon-01/50taxon-01.run1.t,0.0,2,0.868010929385,0.126693211425,/shared/silo_researcher/Matsen_F/MatsenGrp/working/cmccoy/sts-online-experiments/trees/50taxon-01.nwk,50,,,,MrBayes
output/50taxon-01/50taxon-01.run1.t,0.0,4,1.0262849639,0.144331483316,/shared/silo_researcher/Matsen_F/MatsenGrp/working/cmccoy/sts-online-experiments/trees/50taxon-01.nwk,50,,,,MrBayes
output/50taxon-01/50taxon-01.run1.t,0.0,2,0.885406280027,0.124515743755,/shared/silo_researcher/Matsen_F/MatsenGrp/working/cmccoy/sts-online-experiments/trees/50taxon-01.nwk,50,,,,MrBayes
output/50taxon-01/50taxon-01.run1.t,0.0,2,0.802674046087,0.110398214682,/shared/silo_researcher/Matsen_F/MatsenGrp/working/cmccoy/sts-online-experiments/trees/50taxon-01.nwk,50,,,,MrBayes
output/50taxon-01/50taxon-01.run1.t,0.0,4,0.789860054954,0.109890216938,/shared/silo_researcher/Matsen_F/MatsenGrp/working/cmccoy/sts-online-experiments/trees/50taxon-01.nwk,50,,,,MrBayes
output/50taxon-01/50taxon-01.run1.t,0.0,4,0.790302084389,0.107375559037,/shared/silo_researcher/Matsen_F/MatsenGrp/working/cmccoy/sts-online-experiments/trees/50taxon-01.nwk,50,,,,MrBayes
output/50taxon-01/50taxon-01.run1.t,0.0,4,0.79985171076,0.116189995478,/shared/silo_researcher/Matsen_F/MatsenGrp/working/cmccoy/sts-online-experiments/trees/50taxon-01.nwk,50,,,,MrBayes
output/50taxon-01/50taxon-01.run1.t,0.0,4,0.830025429057,0.118902701949,/shared/silo_researcher/Matsen_F/MatsenGrp/working/cmccoy/sts-online-experiments/trees/50taxon-01.nwk,50,,,,MrBayes
output/50taxon-01/50taxon-01.run1.t,0.0,4,0.89345069198,0.129430049193,/shared/silo_researcher/Matsen_F/MatsenGrp/working/cmccoy/sts-online-experiments/trees/50taxon-01.nwk,50,,,,MrBayes
output/50taxon-01/50taxon-01.run1.t,0.0,4,0.838714000454,0.125613704484,/shared/silo_researcher/Matsen_F/MatsenGrp/working/cmccoy/sts-online-experiments/trees/50taxon-01.nwk,50,,,,MrBayes
output/50taxon-01/50taxon-01.run1.t,0.0,4,0.930253532631,0.124025980169,/shared/silo_researcher/Matsen_F/MatsenGrp/working/cmccoy/sts-online-experiments/trees/50taxon-01.nwk,50,,,,MrBayes
output/50taxon-01/50taxon-01.run1.t,0.0,2,0.902902890004,0.127325697688,/shared/silo_researcher/Matsen_F/MatsenGrp/working/cmccoy/sts-online-experiments/trees/50taxon-01.nwk,50,,,,MrBayes
output/50taxon-01/50taxon-01.run1.t,0.0,4,0.867196543635,0.122505270005,/shared/silo_researcher/Matsen_F/MatsenGrp/working/cmccoy/sts-online-experiments/trees/50taxon-01.nwk,50,,,,MrBayes
output/50taxon-01/50taxon-01.run1.t,0.0,4,0.96623536129,0.136397059264,/shared/silo_researcher/Matsen_F/MatsenGrp/working/cmccoy/sts-online-experiments/trees/50taxon-01.nwk,50,,,,MrBayes
output/50taxon-01/50taxon-01.run1.t,0.0,4,0.84339938669,0.126826428155,/shared/silo_researcher/Matsen_F/MatsenGrp/working/cmccoy/sts-online-experiments/trees/50taxon-01.nwk,50,,,,MrBayes
output/50taxon-01/50taxon-01.run1.t,0.0,4,0.898520768214,0.135148399115,/shared/silo_researcher/Matsen_F/MatsenGrp/working/cmccoy/sts-online-experiments/trees/50taxon-01.nwk,50,,,,MrBayes
output/50taxon-01/50taxon-01.run1.t,0.0,2,0.88033689038,0.131114751531,/shared/silo_researcher/Matsen_F/MatsenGrp/working/cmccoy/sts-online-experiments/trees/50taxon-01.nwk,50,,,,MrBayes
output/50taxon-01/50taxon-01.run1.t,0.0,4,0.806024423689,0.119085093041,/shared/silo_researcher/Matsen_F/MatsenGrp/working/cmccoy/sts-online-experiments/trees/50taxon-01.nwk,50,,,,MrBayes
output/50taxon-01/50taxon-01.run1.t,0.0,4,0.799934627266,0.118755787338,/shared/silo_researcher/Matsen_F/MatsenGrp/working/cmccoy/sts-online-experiments/trees/50taxon-01.nwk,50,,,,MrBayes
output/50taxon-01/50taxon-01.run1.t,0.0,4,0.841810824461,0.12613374095,/shared/silo_researcher/Matsen_F/MatsenGrp/working/cmccoy/sts-online-experiments/trees/50taxon-01.nwk,50,,,,MrBayes
output/50taxon-01/50taxon-01.run1.t,0.0,4,0.827850606037,0.121999856518,/shared/silo_researcher/Matsen_F/MatsenGrp/working/cmccoy/sts-online-experiments/trees/50taxon-01.nwk,50,,,,MrBayes
output/50taxon-01/50taxon-01.run1.t,0.0,4,0.848937983808,0.126527858839,/shared/silo_researcher/Matsen_F/MatsenGrp/working/cmccoy/sts-online-experiments/trees/50taxon-01.nwk,50,,,,MrBayes
output/50taxon-01/50taxon-01.run1.t,0.0,4,0.817636913685,0.121660231896,/shared/silo_researcher/Matsen_F/MatsenGrp/working/cmccoy/sts-online-experiments/trees/50taxon-01.nwk,50,,,,MrBayes
output/50taxon-01/50taxon-01.run1.t,0.0,4,0.81694648951,0.115777675577,/shared/silo_researcher/Matsen_F/MatsenGrp/working/cmccoy/sts-online-experiments/trees/50taxon-01.nwk,50,,,,MrBayes
output/50taxon-01/50taxon-01.run1.t,0.0,4,0.942177441718,0.138283693205,/shared/silo_researcher/Matsen_F/MatsenGrp/working/cmccoy/sts-online-experiments/trees/50taxon-01.nwk,50,,,,MrBayes
output/50taxon-01/50taxon-01.run1.t,0.0,6,0.843756429265,0.114991830454,/shared/silo_researcher/Matsen_F/MatsenGrp/working/cmccoy/sts-online-experiments/trees/50taxon-01.nwk,50,,,,MrBayes
output/50taxon-01/50taxon-01.run1.t,0.0,6,0.781739876482,0.102780998144,/shared/silo_researcher/Matsen_F/MatsenGrp/working/cmccoy/sts-online-experiments/trees/50taxon-01.nwk,50,,,,MrBayes
output/50taxon-01/50taxon-01.run1.t,0.0,4,0.993783976585,0.131278602622,/shared/silo_researcher/Matsen_F/MatsenGrp/working/cmccoy/sts-online-experiments/trees/50taxon-01.nwk,50,,,,MrBayes
output/50taxon-01/50taxon-01.run1.t,0.0,6,0.785691028852,0.100576903983,/shared/silo_researcher/Matsen_F/MatsenGrp/working/cmccoy/sts-online-experiments/trees/50taxon-01.nwk,50,,,,MrBayes
output/50taxon-01/50taxon-01.run1.t,0.0,6,0.772517689195,0.100019180108,/shared/silo_researcher/Matsen_F/MatsenGrp/working/cmccoy/sts-online-experiments/trees/50taxon-01.nwk,50,,,,MrBayes
output/50taxon-01/50taxon-01.run1.t,0.0,4,0.932101265777,0.127314040257,/shared/silo_researcher/Matsen_F/MatsenGrp/working/cmccoy/sts-online-experiments/trees/50taxon-01.nwk,50,,,,MrBayes
output/50taxon-01/50taxon-01.run1.t,0.0,4,0.958176811446,0.132096239492,/shared/silo_researcher/Matsen_F/MatsenGrp/working/cmccoy/sts-online-experiments/trees/50taxon-01.nwk,50,,,,MrBayes
output/50taxon-01/50taxon-01.run1.t,0.0,4,0.898844449132,0.120521308868,/shared/silo_researcher/Matsen_F/MatsenGrp/working/cmccoy/sts-online-experiments/trees/50taxon-01.nwk,50,,,,MrBayes
output/50taxon-01/50taxon-01.run1.t,0.0,4,0.793466965343,0.107337842672,/shared/silo_researcher/Matsen_F/MatsenGrp/working/cmccoy/sts-online-experiments/trees/50taxon-01.nwk,50,,,,MrBayes
output/50taxon-01/50taxon-01.run1.t,0.0,4,1.06369176271,0.151775628747,/shared/silo_researcher/Matsen_F/MatsenGrp/working/cmccoy/sts-online-experiments/trees/50taxon-01.nwk,50,,,,MrBayes
output/50taxon-01/50taxon-01.run1.t,0.0,4,1.10452312687,0.158787474046,/shared/silo_researcher/Matsen_F/MatsenGrp/working/cmccoy/sts-online-experiments/trees/50taxon-01.nwk,50,,,,MrBayes
output/50taxon-01/50taxon-01.run1.t,0.0,4,0.741064282417,0.0981460985724,/shared/silo_researcher/Matsen_F/MatsenGrp/working/cmccoy/sts-online-experiments/trees/50taxon-01.nwk,50,,,,MrBayes
output/50taxon-01/50taxon-01.run1.t,0.0,2,0.917940673021,0.131542666897,/shared/silo_researcher/Matsen_F/MatsenGrp/working/cmccoy/sts-online-experiments/trees/50taxon-01.nwk,50,,,,MrBayes
output/50taxon-01/50taxon-01.run1.t,0.0,4,0.780175692409,0.10875094537,/shared/silo_researcher/Matsen_F/MatsenGrp/working/cmccoy/sts-online-experiments/trees/50taxon-01.nwk,50,,,,MrBayes
output/50taxon-01/50taxon-01.run1.t,0.0,6,1.06209254867,0.152074621401,/shared/silo_researcher/Matsen_F/MatsenGrp/working/cmccoy/sts-online-experiments/trees/50taxon-01.nwk,50,,,,MrBayes
output/50taxon-01/50taxon-01.run1.t,0.0,4,0.822145032105,0.114109886978,/shared/silo_researcher/Matsen_F/MatsenGrp/working/cmccoy/sts-online-experiments/trees/50taxon-01.nwk,50,,,,MrBayes
output/50taxon-01/50taxon-01.run1.t,0.0,2,0.837807183658,0.117771945184,/shared/silo_researcher/Matsen_F/MatsenGrp/working/cmccoy/sts-online-experiments/trees/50taxon-01.nwk,50,,,,MrBayes
output/50taxon-01/50taxon-01.run1.t,0.0,2,0.821988351889,0.117382113546,/shared/silo_researcher/Matsen_F/MatsenGrp/working/cmccoy/sts-online-experiments/trees/50taxon-01.nwk,50,,,,MrBayes
output/50taxon-01/50taxon-01.run1.t,0.0,4,0.813939168702,0.118610243379,/shared/silo_researcher/Matsen_F/MatsenGrp/working/cmccoy/sts-online-experiments/trees/50taxon-01.nwk,50,,,,MrBayes
output/50taxon-01/50taxon-01.run1.t,0.0,2,0.976690004384,0.140338075741,/shared/silo_researcher/Matsen_F/MatsenGrp/working/cmccoy/sts-online-experiments/trees/50taxon-01.nwk,50,,,,MrBayes
output/50taxon-01/50taxon-01.run1.t,0.0,4,0.824317119194,0.119824749316,/shared/silo_researcher/Matsen_F/MatsenGrp/working/cmccoy/sts-online-experiments/trees/50taxon-01.nwk,50,,,,MrBayes
output/50taxon-01/50taxon-01.run1.t,0.0,4,0.848647948905,0.125202060792,/shared/silo_researcher/Matsen_F/MatsenGrp/working/cmccoy/sts-online-experiments/trees/50taxon-01.nwk,50,,,,MrBayes
output/50taxon-01/50taxon-01.run1.t,0.0,4,0.855983395965,0.127318799876,/shared/silo_researcher/Matsen_F/MatsenGrp/working/cmccoy/sts-online-experiments/trees/50taxon-01.nwk,50,,,,MrBayes
output/50taxon-01/50taxon-01.run1.t,0.0,4,0.825454127507,0.122141408176,/shared/silo_researcher/Matsen_F/MatsenGrp/working/cmccoy/sts-online-experiments/trees/50taxon-01.nwk,50,,,,MrBayes
output/50taxon-01/50taxon-01.run1.t,0.0,6,0.890816332424,0.119026878499,/shared/silo_researcher/Matsen_F/MatsenGrp/working/cmccoy/sts-online-experiments/trees/50taxon-01.nwk,50,,,,MrBayes
output/50taxon-01/50taxon-01.run1.t,0.0,4,0.802970191421,0.114040609249,/shared/silo_researcher/Matsen_F/MatsenGrp/working/cmccoy/sts-online-experiments/trees/50taxon-01.nwk,50,,,,MrBayes
output/50taxon-01/50taxon-01.run1.t,0.0,6,0.82400358684,0.119105690227,/shared/silo_researcher/Matsen_F/MatsenGrp/working/cmccoy/sts-online-experiments/trees/50taxon-01.nwk,50,,,,MrBayes
output/50taxon-01/50taxon-01.run1.t,0.0,4,0.978911502823,0.132442560775,/shared/silo_researcher/Matsen_F/MatsenGrp/working/cmccoy/sts-online-experiments/trees/50taxon-01.nwk,50,,,,MrBayes
output/50taxon-01/50taxon-01.run1.t,0.0,4,0.842793971125,0.124115048809,/shared/silo_researcher/Matsen_F/MatsenGrp/working/cmccoy/sts-online-experiments/trees/50taxon-01.nwk,50,,,,MrBayes
output/50taxon-01/50taxon-01.run1.t,0.0,4,0.856924371362,0.128639871278,/shared/silo_researcher/Matsen_F/MatsenGrp/working/cmccoy/sts-online-experiments/trees/50taxon-01.nwk,50,,,,MrBayes
output/50taxon-01/50taxon-01.run1.t,0.0,6,0.960978908935,0.129441460737,/shared/silo_researcher/Matsen_F/MatsenGrp/working/cmccoy/sts-online-experiments/trees/50taxon-01.nwk,50,,,,MrBayes
output/50taxon-01/50taxon-01.run1.t,0.0,2,0.870868613948,0.134401502531,/shared/silo_researcher/Matsen_F/MatsenGrp/working/cmccoy/sts-online-experiments/trees/50taxon-01.nwk,50,,,,MrBayes
output/50taxon-01/50taxon-01.run1.t,0.0,4,0.881005652109,0.13683745083,/shared/silo_researcher/Matsen_F/MatsenGrp/working/cmccoy/sts-online-experiments/trees/50taxon-01.nwk,50,,,,MrBayes
output/50taxon-01/50taxon-01.run1.t,0.0,2,0.961304530162,0.134057071981,/shared/silo_researcher/Matsen_F/MatsenGrp/working/cmccoy/sts-online-experiments/trees/50taxon-01.nwk,50,,,,MrBayes
output/50taxon-01/50taxon-01.run1.t,0.0,0,0.890068782503,0.127368682944,/shared/silo_researcher/Matsen_F/MatsenGrp/working/cmccoy/sts-online-experiments/trees/50taxon-01.nwk,50,,,,MrBayes
output/50taxon-01/50taxon-01.run1.t,0.0,4,0.905445508337,0.124786408793,/shared/silo_researcher/Matsen_F/MatsenGrp/working/cmccoy/sts-online-experiments/trees/50taxon-01.nwk,50,,,,MrBayes
output/50taxon-01/50taxon-01.run1.t,0.0,2,1.03176000304,0.164871594087,/shared/silo_researcher/Matsen_F/MatsenGrp/working/cmccoy/sts-online-experiments/trees/50taxon-01.nwk,50,,,,MrBayes
output/50taxon-01/50taxon-01.run1.t,0.0,2,0.8077676695,0.11924980731,/shared/silo_researcher/Matsen_F/MatsenGrp/working/cmccoy/sts-online-experiments/trees/50taxon-01.nwk,50,,,,MrBayes
output/50taxon-01/50taxon-01.run1.t,0.0,4,0.97726166836,0.135348312556,/shared/silo_researcher/Matsen_F/MatsenGrp/working/cmccoy/sts-online-experiments/trees/50taxon-01.nwk,50,,,,MrBayes
output/50taxon-01/50taxon-01.run1.t,0.0,4,0.883942088268,0.127912100254,/shared/silo_researcher/Matsen_F/MatsenGrp/working/cmccoy/sts-online-experiments/trees/50taxon-01.nwk,50,,,,MrBayes
output/50taxon-01/50taxon-01.run1.t,0.0,2,0.876958618381,0.125599839341,/shared/silo_researcher/Matsen_F/MatsenGrp/working/cmccoy/sts-online-experiments/trees/50taxon-01.nwk,50,,,,MrBayes
output/50taxon-01/50taxon-01.run1.t,0.0,4,0.941409340965,0.133095134785,/shared/silo_researcher/Matsen_F/MatsenGrp/working/cmccoy/sts-online-experiments/trees/50taxon-01.nwk,50,,,,MrBayes
output/50taxon-01/50taxon-01.run1.t,0.0,4,1.07868674313,0.16569920138,/shared/silo_researcher/Matsen_F/MatsenGrp/working/cmccoy/sts-online-experiments/trees/50taxon-01.nwk,50,,,,MrBayes
output/50taxon-01/50taxon-01.run1.t,0.0,2,0.899798436401,0.130045214552,/shared/silo_researcher/Matsen_F/MatsenGrp/working/cmccoy/sts-online-experiments/trees/50taxon-01.nwk,50,,,,MrBayes
output/50taxon-01/50taxon-01.run1.t,0.0,2,0.887199158134,0.129408700703,/shared/silo_researcher/Matsen_F/MatsenGrp/working/cmccoy/sts-online-experiments/trees/50taxon-01.nwk,50,,,,MrBayes
